housecleaning,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
site,-9.190902678083708,-7.596113231698921,-7.607960823909528,-8.266592793868988
el,-8.274611946209552,-9.79333780903514,-9.399720293137584,-10.058352263097044
city,-5.840998590809103,-5.618950539139504,-6.914813643349583,-6.624365058611897
footsteps,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
north,-7.111461136403872,-8.18389989660104,-7.895642896361309,-9.365205082537098
lake,-6.551845348468449,-7.847427659979827,-8.013425932017693,-9.365205082537098
moment,-8.274611946209552,-7.39544253623677,-8.706573112577638,-8.959739974428933
hesitation,-8.092290389415599,-9.79333780903514,-9.399720293137584,-10.058352263097044
booking,-8.092290389415599,-8.001578339807086,-7.790282380703483,-7.978910721417208
fact,-7.686825281307433,-7.596113231698921,-7.148428494531088,-7.01382982537362
book,-8.092290389415599,-7.490752716041095,-7.45381014408227,-7.350302061994833
bunch,-8.785437569975544,-9.100190628475195,-8.706573112577638,-8.672057901977153
asked,-7.050836514587437,-7.1542804794198815,-6.049816205862979,-6.187151252189152
limes,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
punch,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
bowl,-9.190902678083708,-9.79333780903514,-8.706573112577638,-8.959739974428933
awesome,-7.4861545858452825,-7.228388451573604,-8.483429561263428,-10.058352263097044
extradionary,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
decorations,-9.190902678083708,-9.100190628475195,-8.994255185029418,-9.365205082537098
surrounded,-9.190902678083708,-9.79333780903514,-9.399720293137584,-9.365205082537098
elegance,-9.190902678083708,-9.100190628475195,-9.399720293137584,-9.365205082537098
definitely,-6.2464636989172675,-5.489272715830971,-7.607960823909528,-6.922858047167893
natural,-8.785437569975544,-9.79333780903514,-8.994255185029418,-10.058352263097044
choice,-7.4861545858452825,-7.39544253623677,-7.607960823909528,-7.861127685760824
colleagues,-9.190902678083708,-8.694725520367031,-10.09286747369753,-10.058352263097044
traveling,-8.497755497523762,-7.3084311592471405,-8.301108004469473,-8.448914350662942
short,-7.244992529028394,-7.490752716041095,-7.527918116235992,-7.225138919040828
notch,-7.686825281307433,-7.713896267355304,-8.994255185029418,-10.058352263097044
points,-8.274611946209552,-9.100190628475195,-8.013425932017693,-10.058352263097044
interest,-8.785437569975544,-9.79333780903514,-10.09286747369753,-10.058352263097044
millennium,-7.804608316963817,-6.497500943030811,-8.706573112577638,-6.420766103370657
park,-6.83952742092023,-7.02074908679536,-7.790282380703483,-6.762515397092715
art,-7.4861545858452825,-7.596113231698921,-8.301108004469473,-8.672057901977153
museum,-8.274611946209552,-8.694725520367031,-9.399720293137584,-9.365205082537098
nearby,-7.686825281307433,-8.001578339807086,-8.146957324642216,-8.11244211404173
choose,-7.804608316963817,-7.713896267355304,-7.694972200899159,-8.448914350662942
works,-7.93813970958834,-9.79333780903514,-10.09286747369753,-10.058352263097044
loved,-6.551845348468449,-5.92213679812725,-8.146957324642216,-9.365205082537098
exterior,-9.190902678083708,-9.79333780903514,-10.09286747369753,-9.365205082537098
views,-6.888317585089662,-6.748815371311718,-7.895642896361309,-9.365205082537098
crisp,-8.785437569975544,-9.100190628475195,-10.09286747369753,-10.058352263097044
hip,-8.785437569975544,-8.40704344791525,-10.09286747369753,-8.959739974428933
feeling,-7.581464765649607,-7.596113231698921,-8.994255185029418,-8.672057901977153
better,-6.793007405285337,-6.535241271013659,-5.998522911475428,-5.9474783989237325
usual,-8.274611946209552,-9.79333780903514,-8.994255185029418,-9.365205082537098
shuffle,-9.190902678083708,-8.694725520367031,-10.09286747369753,-10.058352263097044
boring,-8.497755497523762,-9.100190628475195,-9.399720293137584,-9.365205082537098
feel,-6.83952742092023,-6.426041979048667,-6.957373257768379,-6.967309809738728
special,-7.581464765649607,-7.713896267355304,-7.607960823909528,-7.062619989543053
cozy,-7.581464765649607,-7.490752716041095,-8.706573112577638,-8.959739974428933
areas,-7.319100501182116,-8.18389989660104,-8.146957324642216,-8.266592793868988
hang,-8.497755497523762,-8.694725520367031,-9.399720293137584,-8.959739974428933
watch,-8.785437569975544,-7.713896267355304,-9.399720293137584,-7.978910721417208
people,-6.516754028657179,-7.713896267355304,-6.308677839779268,-6.069368216532769
pass,-7.93813970958834,-8.40704344791525,-9.399720293137584,-8.959739974428933
star,-7.804608316963817,-7.847427659979827,-6.331667358003966,-7.755767170102998
attend,-8.785437569975544,-9.100190628475195,-10.09286747369753,-8.448914350662942
theater,-8.274611946209552,-9.79333780903514,-10.09286747369753,-10.058352263097044
dirty,-8.785437569975544,-9.79333780903514,-6.566506949081368,-6.762515397092715
dancing,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
orbitz,-9.190902678083708,-9.100190628475195,-10.09286747369753,-10.058352263097044
received,-8.092290389415599,-7.596113231698921,-7.45381014408227,-7.285763540857262
discount,-8.497755497523762,-9.79333780903514,-8.301108004469473,-7.573445613309043
arrived,-6.83952742092023,-7.39544253623677,-6.429305827567882,-5.740864149560733
maids,-8.274611946209552,-9.100190628475195,-10.09286747369753,-8.11244211404173
professional,-7.4861545858452825,-7.228388451573604,-8.706573112577638,-9.365205082537098
courtesy,-8.785437569975544,-9.100190628475195,-10.09286747369753,-9.365205082537098
decorated,-7.4861545858452825,-7.3084311592471405,-9.399720293137584,-8.266592793868988
particularily,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
heat,-8.092290389415599,-9.79333780903514,-8.706573112577638,-8.959739974428933
directed,-9.190902678083708,-9.79333780903514,-9.399720293137584,-10.058352263097044
marble,-8.274611946209552,-8.18389989660104,-9.399720293137584,-10.058352263097044
bathroom,-5.7096625887480155,-6.960124464978924,-5.888174854306563,-5.824245758499784
trip,-6.418313955843926,-6.129776162905494,-6.873991648829328,-6.691056433110569
recommended,-7.686825281307433,-7.39544253623677,-8.483429561263428,-8.266592793868988
sweetie,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
lures,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
guise,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
china,-9.190902678083708,-8.694725520367031,-10.09286747369753,-10.058352263097044
grill,-8.785437569975544,-8.694725520367031,-10.09286747369753,-10.058352263097044
arrival,-7.686825281307433,-7.713896267355304,-7.790282380703483,-7.493402905635507
tells,-9.190902678083708,-9.100190628475195,-10.09286747369753,-9.365205082537098
boys,-8.785437569975544,-9.79333780903514,-8.706573112577638,-10.058352263097044
watching,-8.785437569975544,-8.694725520367031,-8.483429561263428,-8.672057901977153
game,-9.190902678083708,-8.694725520367031,-8.994255185029418,-10.058352263097044
upstairs,-9.190902678083708,-9.79333780903514,-8.483429561263428,-8.959739974428933
ladies,-9.190902678083708,-9.79333780903514,-10.09286747369753,-9.365205082537098
gentlemen,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
admired,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
roomy,-8.497755497523762,-9.79333780903514,-10.09286747369753,-10.058352263097044
warm,-7.4861545858452825,-7.490752716041095,-7.790282380703483,-7.573445613309043
inviting,-8.092290389415599,-8.40704344791525,-8.994255185029418,-8.672057901977153
inch,-9.190902678083708,-8.001578339807086,-8.994255185029418,-8.959739974428933
plasmas,-8.785437569975544,-9.79333780903514,-10.09286747369753,-10.058352263097044
unbelievable,-8.785437569975544,-9.79333780903514,-10.09286747369753,-9.365205082537098
keep,-8.092290389415599,-8.694725520367031,-7.384817272595319,-8.448914350662942
complaints,-7.686825281307433,-8.694725520367031,-8.994255185029418,-8.672057901977153
morning,-6.588212992639324,-7.847427659979827,-6.379295406993221,-6.369472808983107
coffee,-6.551845348468449,-7.596113231698921,-6.760662963522325,-7.419294933481785
yummo,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
husband,-6.939610879477212,-5.75028654120059,-7.048345035974106,-6.531991738480882
attended,-8.274611946209552,-8.694725520367031,-8.706573112577638,-10.058352263097044
conference,-7.319100501182116,-7.596113231698921,-6.797030607693199,-7.861127685760824
weekend,-6.665174033775452,-6.266977284418979,-6.725571643711055,-6.229710866607949
june,-8.274611946209552,-9.100190628475195,-8.483429561263428,-10.058352263097044
tag,-9.190902678083708,-9.79333780903514,-8.994255185029418,-9.365205082537098
flew,-8.785437569975544,-8.694725520367031,-10.09286747369753,-10.058352263097044
hare,-8.497755497523762,-9.79333780903514,-9.399720293137584,-9.365205082537098
cost,-7.686825281307433,-9.100190628475195,-7.45381014408227,-7.285763540857262
reception,-7.686825281307433,-8.18389989660104,-7.320278751457748,-7.573445613309043
extremely,-6.588212992639324,-6.657843593105991,-7.148428494531088,-7.113913283930603
overlooked,-8.274611946209552,-9.100190628475195,-10.09286747369753,-9.365205082537098
construction,-7.244992529028394,-9.79333780903514,-6.566506949081368,-8.672057901977153
bother,-7.93813970958834,-9.79333780903514,-8.706573112577638,-7.978910721417208
awakened,-9.190902678083708,-9.79333780903514,-10.09286747369753,-8.959739974428933
light,-8.274611946209552,-9.79333780903514,-7.790282380703483,-7.493402905635507
sleeper,-8.785437569975544,-9.79333780903514,-8.146957324642216,-8.266592793868988
comfy,-7.050836514587437,-8.694725520367031,-10.09286747369753,-9.365205082537098
ate,-7.399143208855652,-8.694725520367031,-8.706573112577638,-8.266592793868988
downstairs,-8.274611946209552,-8.694725520367031,-7.45381014408227,-7.861127685760824
lunch,-8.274611946209552,-9.79333780903514,-8.994255185029418,-9.365205082537098
meals,-9.190902678083708,-8.18389989660104,-10.09286747369753,-9.365205082537098
perfect,-6.146380240360284,-6.00914817511688,-8.994255185029418,-8.959739974428933
beat,-7.93813970958834,-8.40704344791525,-8.301108004469473,-9.365205082537098
adorable,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
pet,-9.190902678083708,-7.02074908679536,-9.399720293137584,-8.672057901977153
store,-7.804608316963817,-9.79333780903514,-8.301108004469473,-8.672057901977153
called,-7.4861545858452825,-8.18389989660104,-5.650216217207213,-6.069368216532769
tails,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
brought,-8.497755497523762,-8.001578339807086,-7.790282380703483,-7.285763540857262
dog,-9.190902678083708,-7.228388451573604,-10.09286747369753,-7.861127685760824
toys,-9.190902678083708,-9.100190628475195,-10.09286747369753,-10.058352263097044
expecting,-8.785437569975544,-9.79333780903514,-8.146957324642216,-7.350302061994833
superb,-7.399143208855652,-8.40704344791525,-8.994255185029418,-10.058352263097044
safe,-7.93813970958834,-8.001578339807086,-8.706573112577638,-9.365205082537098
walked,-7.175999657541443,-7.490752716041095,-8.706573112577638,-6.967309809738728
fine,-7.399143208855652,-7.847427659979827,-7.895642896361309,-7.493402905635507
smaller,-8.274611946209552,-9.100190628475195,-8.013425932017693,-7.861127685760824
darkened,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
sleep,-7.804608316963817,-7.596113231698921,-7.001825020339213,-6.762515397092715
add,-9.190902678083708,-8.40704344791525,-8.013425932017693,-8.448914350662942
queen,-8.274611946209552,-7.847427659979827,-8.013425932017693,-7.861127685760824
puts,-9.190902678083708,-9.79333780903514,-10.09286747369753,-9.365205082537098
cute,-8.785437569975544,-9.100190628475195,-9.399720293137584,-10.058352263097044
outdoor,-9.190902678083708,-9.100190628475195,-10.09286747369753,-10.058352263097044
eating,-8.497755497523762,-8.18389989660104,-8.994255185029418,-8.959739974428933
sidewalk,-8.785437569975544,-9.79333780903514,-9.399720293137584,-10.058352263097044
flowers,-8.092290389415599,-9.79333780903514,-8.994255185029418,-10.058352263097044
scene,-9.190902678083708,-9.100190628475195,-8.706573112577638,-10.058352263097044
europe,-8.497755497523762,-8.694725520367031,-9.399720293137584,-10.058352263097044
recommend,-5.913757945091531,-5.573830103859034,-7.001825020339213,-6.344780196392736
daughters,-8.785437569975544,-9.100190628475195,-8.994255185029418,-10.058352263097044
ages,-9.190902678083708,-9.100190628475195,-10.09286747369753,-9.365205082537098
intense,-9.190902678083708,-9.79333780903514,-9.399720293137584,-10.058352263097044
day,-6.146380240360284,-6.327601906235414,-5.710840839023647,-6.1463292576688975
thanksgiving,-8.497755497523762,-9.79333780903514,-9.399720293137584,-10.058352263097044
basic,-8.497755497523762,-9.79333780903514,-8.994255185029418,-8.11244211404173
softest,-9.190902678083708,-8.694725520367031,-10.09286747369753,-10.058352263097044
technology,-9.190902678083708,-9.79333780903514,-9.399720293137584,-10.058352263097044
upscale,-7.93813970958834,-7.713896267355304,-8.994255185029418,-8.448914350662942
tolietries,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
modern,-7.319100501182116,-6.359350604549994,-7.895642896361309,-8.11244211404173
homey,-9.190902678083708,-8.694725520367031,-9.399720293137584,-10.058352263097044
funky,-8.785437569975544,-9.79333780903514,-8.994255185029418,-9.365205082537098
martini,-8.274611946209552,-8.694725520367031,-10.09286747369753,-8.959739974428933
menu,-7.93813970958834,-7.713896267355304,-8.706573112577638,-7.861127685760824
february,-8.497755497523762,-9.79333780903514,-9.399720293137584,-10.058352263097044
fireplaces,-9.190902678083708,-9.79333780903514,-9.399720293137584,-10.058352263097044
welcoming,-7.93813970958834,-7.596113231698921,-8.994255185029418,-10.058352263097044
atmosphere,-7.686825281307433,-6.615283978687195,-8.994255185029418,-8.959739974428933
coming,-8.274611946209552,-7.596113231698921,-7.527918116235992,-7.225138919040828
cold,-8.274611946209552,-8.694725520367031,-7.259654129641312,-6.624365058611897
efficient,-7.93813970958834,-9.79333780903514,-9.399720293137584,-10.058352263097044
pretty,-7.319100501182116,-7.596113231698921,-7.259654129641312,-7.225138919040828
seventh,-9.190902678083708,-9.79333780903514,-10.09286747369753,-10.058352263097044
facing,-8.497755497523762,-9.79333780903514,-8.706573112577638,-10.058352263097044
delaware,-9.190902678083708,-9.79333780903514,-9.399720293137584,-10.058352263097044
st,-7.93813970958834,-8.694725520367031,-8.013425932017693,-8.959739974428933
size,-6.888317585089662,-7.490752716041095,-7.320278751457748,-7.350302061994833
sinks,-8.785437569975544,-9.79333780903514,-10.09286747369753,-10.058352263097044
wireless,-7.93813970958834,-7.490752716041095,-8.706573112577638,-8.448914350662942
internet,-6.665174033775452,-6.615283978687195,-6.429305827567882,-6.880298432749098
steps,-8.274611946209552,-9.100190628475195,-10.09286747369753,-10.058352263097044
state,-8.274611946209552,-8.694725520367031,-8.706573112577638,-8.266592793868988
tons,-8.092290389415599,-9.79333780903514,-9.399720293137584,-10.058352263097044
easily,-7.93813970958834,-7.847427659979827,-8.706573112577638,-9.365205082537098
tourists,-8.497755497523762,-9.79333780903514,-9.399720293137584,-9.365205082537098
